;ID0;ID1;ID2;ID3;ID4;ID5;ID6;ID7;ID8;ID9;ID10;ID11;ID12;ID13;ID14;ID15;ID16;ID17;ID18;ID19;ID20;ID21;ID22;ID23;ID24;ID25;ID26;ID27;ID28;ID29;ID30;ID31;ID32;ID33;ID34;ID35;ID36;ID37;ID38;ID39;ID40;ID41;ID42;ID43;ID44;ID45;ID46;ID47;ID48;ID49;ID50;ID51;ID52;ID53;ID54;ID55;ID56;ID57;ID58;ID59;ID60;ID61;ID62;ID63;ID64;ID65;ID66;ID67;ID68;ID69;ID70;ID71;ID72;ID73;ID74;ID75;ID76;ID77;ID78;ID79;ID80;ID81;ID82;ID83;ID84;ID85;ID86;ID87;ID88;ID89;ID90;ID91;ID92;ID93;ID94;ID95;ID96;ID97;ID98;ID99
ID24;0.917556;0.889709;0.888542;0.903066;0.860135;0.882919;0.906533;0.879852;0.868368;0.842036;0.942249;0.862270;0.852863;0.856632;0.953158;0.929619;0.786679;0.829556;0.932411;0.938726;0.943673;0.883100;0.826820;0.804757;0.000000;0.946184;0.861938;0.855525;0.843391;0.830541;0.839963;0.859945;0.874912;0.912780;0.903947;0.846855;0.846164;0.930741;0.879534;0.865397;0.873046;0.839019;0.925057;0.894929;0.859757;0.843191;0.845338;0.893417;0.858458;0.900275;0.873593;0.880125;0.830555;0.859366;0.864418;0.885808;0.932464;0.862620;0.879474;0.875253;0.873506;0.907555;0.919720;0.947471;0.968588;0.916429;0.917995;0.916786;0.896102;0.826678;0.875365;0.914204;0.919538;0.829433;0.840823;0.932527;0.934246;0.922843;0.896059;0.851322;0.857804;0.853863;0.885716;0.852357;0.840030;0.871278;0.857042;0.827165;0.879692;0.882074;0.901904;0.843653;0.858108;0.853369;0.988588;0.992556;0.908570;0.860144;0.838704;0.985485
ID25;0.956908;0.956028;0.954949;0.967305;0.950938;0.954030;0.960154;0.970043;0.949831;0.953266;0.767665;0.952777;0.963130;0.958379;0.972484;0.745778;0.918444;0.919444;0.966897;0.959060;0.964513;0.963645;0.963975;0.802292;0.946184;0.000000;0.949986;0.953677;0.952689;0.791130;0.956001;0.959411;0.958100;0.965890;0.964156;0.957312;0.955605;0.965900;0.895339;0.906747;0.936846;0.964211;0.749556;0.743053;0.876220;0.964932;0.960609;0.926936;0.853644;0.976913;0.901443;0.943140;0.961817;0.964542;0.896855;0.882639;0.980056;0.950814;0.980747;0.867910;0.955836;0.961411;0.978680;0.952649;0.939687;0.973779;0.969219;0.970287;0.964056;0.959254;0.948790;0.961641;0.976099;0.942519;0.950063;0.970052;0.981634;0.974664;0.973047;0.951545;0.946258;0.941759;0.949559;0.957668;0.949985;0.954023;0.956582;0.952474;0.949618;0.962486;0.952727;0.941795;0.957535;0.946011;0.995713;0.998053;0.792184;0.913563;0.946683;0.995187
ID26;0.913001;0.902387;0.894936;0.941474;0.860129;0.821465;0.771807;0.809517;0.853600;0.815004;0.937986;0.392382;0.600060;0.557307;0.880364;0.931707;0.747804;0.791968;0.892718;0.931295;0.873043;0.766235;0.845504;0.845263;0.861938;0.949986;0.000000;0.440785;0.452835;0.821810;0.615231;0.518173;0.770095;0.795286;0.791868;0.575778;0.523515;0.874227;0.820812;0.848895;0.872549;0.838884;0.939440;0.911331;0.906284;0.766474;0.781808;0.826979;0.906593;0.925202;0.891685;0.928652;0.782317;0.853340;0.903871;0.931349;0.942092;0.874642;0.922577;0.911054;0.896520;0.931687;0.922760;0.964396;0.969675;0.917285;0.915959;0.902399;0.899818;0.829021;0.889753;0.956253;0.897331;0.842467;0.875786;0.951162;0.921068;0.901614;0.911591;0.881518;0.877173;0.863477;0.904206;0.866124;0.817010;0.879514;0.858717;0.795141;0.898243;0.838422;0.919823;0.857450;0.757206;0.779404;0.994939;0.996452;0.930497;0.889995;0.763367;0.992380
ID27;0.910345;0.905197;0.896423;0.937739;0.859668;0.838531;0.769257;0.786819;0.860919;0.790281;0.934121;0.461093;0.516475;0.567714;0.880481;0.932203;0.742768;0.788427;0.880342;0.921782;0.898444;0.751743;0.837294;0.806842;0.855525;0.953677;0.440785;0.000000;0.521460;0.807448;0.633882;0.483358;0.739568;0.785461;0.771914;0.561780;0.562332;0.869035;0.819361;0.847070;0.887637;0.826937;0.943224;0.912778;0.906962;0.780459;0.784258;0.841249;0.896820;0.926064;0.900401;0.928208;0.764069;0.864666;0.900469;0.930348;0.922992;0.881297;0.917625;0.911356;0.899463;0.933905;0.899408;0.963319;0.970664;0.893636;0.917514;0.886014;0.897563;0.798522;0.894143;0.954537;0.873522;0.846681;0.875269;0.950770;0.898757;0.882974;0.912458;0.880751;0.881332;0.867233;0.907480;0.868167;0.836687;0.891738;0.869538;0.799877;0.901383;0.823822;0.922595;0.863948;0.743564;0.789908;0.992657;0.994828;0.925656;0.878335;0.785302;0.988102
ID28;0.918526;0.899870;0.893534;0.916971;0.867462;0.817633;0.823330;0.836673;0.866861;0.833646;0.944324;0.507373;0.638779;0.588905;0.905506;0.933809;0.747785;0.799421;0.906339;0.941615;0.869898;0.809453;0.844485;0.865577;0.843391;0.952689;0.452835;0.521460;0.000000;0.840449;0.519961;0.567173;0.804526;0.845563;0.840598;0.554547;0.496850;0.901764;0.846191;0.859536;0.873847;0.847723;0.936539;0.907232;0.899241;0.780842;0.795815;0.851247;0.899485;0.914637;0.890932;0.928274;0.795892;0.839444;0.900570;0.918785;0.947701;0.868963;0.906572;0.906497;0.886627;0.935191;0.926343;0.968780;0.970875;0.930967;0.927437;0.922399;0.901456;0.836284;0.891995;0.960064;0.907053;0.842782;0.861685;0.954128;0.930544;0.914433;0.903635;0.881530;0.885352;0.870057;0.910398;0.867115;0.820322;0.882822;0.860216;0.797873;0.904370;0.856748;0.926146;0.860926;0.788867;0.797750;0.996183;0.997019;0.930449;0.889103;0.761041;0.995012
ID29;0.905329;0.916255;0.908744;0.911556;0.877508;0.895618;0.865641;0.876486;0.872998;0.835895;0.879999;0.829748;0.840032;0.861978;0.888911;0.880115;0.683693;0.710427;0.884502;0.921067;0.937498;0.856693;0.906129;0.571629;0.830541;0.791130;0.821810;0.807448;0.840449;0.000000;0.857187;0.831634;0.834566;0.862532;0.855015;0.834189;0.861025;0.880011;0.782248;0.812404;0.884881;0.872700;0.858283;0.833701;0.838311;0.876835;0.865223;0.888785;0.829264;0.940466;0.821880;0.896728;0.844396;0.922283;0.832581;0.858936;0.939558;0.882322;0.936171;0.829572;0.903775;0.937052;0.922858;0.938294;0.929290;0.915194;0.929580;0.908853;0.900850;0.836400;0.899635;0.941545;0.896854;0.843564;0.882745;0.954433;0.919701;0.910894;0.932570;0.885137;0.885796;0.868298;0.907446;0.883160;0.857003;0.902513;0.894878;0.834916;0.901897;0.859817;0.922612;0.855448;0.836819;0.842172;0.993215;0.996542;0.886144;0.855703;0.848897;0.991802
ID30;0.923211;0.900627;0.897621;0.917057;0.840567;0.836281;0.865431;0.869911;0.869751;0.829311;0.949482;0.639909;0.700316;0.669910;0.931163;0.937727;0.785631;0.829214;0.927296;0.951802;0.897156;0.853896;0.849120;0.873136;0.839963;0.956001;0.615231;0.633882;0.519961;0.857187;0.000000;0.654077;0.846791;0.879195;0.874597;0.555870;0.585123;0.924725;0.864270;0.868426;0.886287;0.857530;0.938634;0.909738;0.900228;0.818017;0.833479;0.882045;0.899567;0.904551;0.889730;0.920775;0.822613;0.858230;0.900689;0.911115;0.949399;0.876224;0.895060;0.907620;0.896777;0.936393;0.931642;0.968749;0.964007;0.936983;0.935214;0.930844;0.904069;0.847176;0.899851;0.957023;0.914275;0.848958;0.862852;0.953904;0.935930;0.924857;0.894082;0.885254;0.892117;0.877275;0.913248;0.874817;0.844925;0.896020;0.872954;0.816061;0.907323;0.871413;0.928520;0.868174;0.832527;0.831506;0.994963;0.995075;0.934476;0.896750;0.797283;0.993112
ID31;0.928950;0.917943;0.912832;0.930101;0.886761;0.859594;0.774083;0.748007;0.883461;0.810530;0.947634;0.512353;0.469723;0.540127;0.872396;0.944927;0.755230;0.792228;0.888774;0.939503;0.909619;0.731134;0.857155;0.829976;0.859945;0.959411;0.518173;0.483358;0.567173;0.831634;0.654077;0.000000;0.754456;0.777914;0.776299;0.525485;0.468834;0.879639;0.849913;0.876117;0.907595;0.835636;0.949648;0.921186;0.917241;0.760950;0.775061;0.842015;0.911384;0.926821;0.912572;0.938472;0.752726;0.855000;0.913231;0.936113;0.933287;0.908022;0.908950;0.917803;0.899075;0.944846;0.917760;0.971834;0.974407;0.897794;0.929901;0.902125;0.899927;0.792021;0.913239;0.964624;0.879312;0.861919;0.891439;0.962896;0.916176;0.889580;0.914959;0.888885;0.899967;0.889930;0.924270;0.885673;0.858328;0.910463;0.879258;0.805905;0.918581;0.849328;0.940326;0.878395;0.715681;0.816487;0.996205;0.997411;0.938449;0.910806;0.801589;0.993657
ID32;0.922108;0.921655;0.910487;0.940718;0.862423;0.742214;0.601391;0.536346;0.852508;0.777139;0.939740;0.790343;0.775561;0.828023;0.906659;0.938826;0.772371;0.797077;0.902914;0.928945;0.801231;0.496009;0.869078;0.802676;0.874912;0.958100;0.770095;0.739568;0.804526;0.834566;0.846791;0.754456;0.000000;0.764312;0.739365;0.802794;0.822694;0.899772;0.810236;0.860444;0.886632;0.842051;0.953446;0.924253;0.923268;0.816844;0.786479;0.869966;0.915266;0.946724;0.913366;0.943708;0.744593;0.886090;0.918902;0.946341;0.921226;0.917342;0.933857;0.914202;0.913678;0.935565;0.904988;0.964188;0.969441;0.887968;0.929801;0.890087;0.921813;0.778192;0.897810;0.960706;0.848715;0.872711;0.914474;0.951977;0.892039;0.877604;0.937625;0.896880;0.890507;0.883859;0.909693;0.891970;0.855999;0.903389;0.879385;0.811140;0.908730;0.813163;0.925099;0.875426;0.733983;0.799309;0.983395;0.987518;0.938354;0.900268;0.814491;0.983465
ID33;0.940247;0.948765;0.941494;0.977519;0.903227;0.892781;0.607592;0.624237;0.898699;0.825651;0.975145;0.777912;0.746272;0.755162;0.824108;0.972832;0.815857;0.831491;0.885444;0.949149;0.911754;0.625515;0.916231;0.856132;0.912780;0.965890;0.795286;0.785461;0.845563;0.862532;0.879195;0.777914;0.764312;0.000000;0.565781;0.816189;0.837008;0.875535;0.860626;0.887879;0.924386;0.878300;0.970074;0.951434;0.952445;0.832686;0.843173;0.857347;0.945867;0.966721;0.939571;0.958161;0.821091;0.925444;0.940016;0.970529;0.950887;0.943452;0.971721;0.951505;0.932336;0.957725;0.938378;0.977766;0.973926;0.914366;0.945727;0.916404;0.933954;0.845942;0.942037;0.975889;0.895769;0.908620;0.941535;0.972889;0.934516;0.917916;0.957613;0.929816;0.929269;0.926989;0.946217;0.909662;0.891128;0.927606;0.903915;0.857800;0.942296;0.876634;0.959668;0.915841;0.811989;0.858837;0.993779;0.990888;0.963993;0.945989;0.876347;0.988710
ID34;0.931651;0.940873;0.931620;0.974217;0.890926;0.885683;0.738532;0.758684;0.886901;0.807266;0.970444;0.783489;0.781561;0.825831;0.871084;0.967733;0.803911;0.828602;0.893021;0.928540;0.908285;0.726506;0.903841;0.824651;0.903947;0.964156;0.791868;0.771914;0.840598;0.855015;0.874597;0.776299;0.739365;0.565781;0.000000;0.813491;0.836816;0.882414;0.846736;0.872271;0.913255;0.871100;0.966626;0.947872;0.944223;0.840690;0.832006;0.861002;0.926692;0.963075;0.931309;0.948606;0.802186;0.913313;0.918456;0.965107;0.933771;0.926491;0.972410;0.942728;0.926827;0.940431;0.922011;0.960231;0.967658;0.889038;0.915089;0.873266;0.917085;0.824236;0.927009;0.962414;0.882816;0.897689;0.933607;0.959253;0.917648;0.899455;0.951551;0.913343;0.907980;0.916138;0.928760;0.888357;0.876711;0.906152;0.869388;0.842975;0.925254;0.861766;0.943401;0.902316;0.802048;0.838191;0.968920;0.986474;0.952978;0.925924;0.871222;0.966126
ID35;0.925884;0.905848;0.901916;0.929515;0.864255;0.851176;0.810019;0.810211;0.871072;0.812025;0.943073;0.596230;0.602478;0.591118;0.903838;0.940796;0.750541;0.780211;0.893543;0.927615;0.906196;0.789017;0.848359;0.839214;0.846855;0.957312;0.575778;0.561780;0.554547;0.834189;0.555870;0.525485;0.802794;0.816189;0.813491;0.000000;0.542478;0.904042;0.842972;0.858417;0.894073;0.839678;0.942717;0.911888;0.901675;0.810737;0.801322;0.868018;0.895013;0.901359;0.901331;0.926768;0.779419;0.863418;0.893466;0.922649;0.937215;0.884598;0.892081;0.909838;0.892011;0.939977;0.919663;0.966378;0.968792;0.903879;0.924085;0.898901;0.893619;0.812331;0.904684;0.957486;0.889700;0.848060;0.871495;0.956546;0.923728;0.900672;0.887797;0.882352;0.890641;0.880673;0.913217;0.868361;0.840265;0.893696;0.869180;0.805092;0.905535;0.844388;0.931807;0.867814;0.785602;0.811989;0.995458;0.996089;0.930720;0.899861;0.797907;0.990852
ID36;0.927921;0.904267;0.900912;0.922904;0.877581;0.832070;0.809413;0.817246;0.883816;0.844925;0.940544;0.541665;0.595402;0.521985;0.873919;0.934603;0.777814;0.814473;0.888819;0.937308;0.896908;0.801981;0.847249;0.877531;0.846164;0.955605;0.523515;0.562332;0.496850;0.861025;0.585123;0.468834;0.822694;0.837008;0.836816;0.542478;0.000000;0.880054;0.871400;0.878747;0.893995;0.862549;0.942059;0.913552;0.906210;0.763649;0.792425;0.850848;0.901389;0.913364;0.901559;0.932510;0.803457;0.835969;0.903382;0.924080;0.951599;0.883939;0.898463;0.909116;0.889971;0.937084;0.938970;0.968624;0.970867;0.929435;0.933563;0.928289;0.890310;0.844671;0.896809;0.960362;0.916519;0.851294;0.863760;0.957170;0.941214;0.922643;0.895507;0.881505;0.891220;0.875586;0.912722;0.880083;0.856118;0.903739;0.873423;0.824793;0.908471;0.872952;0.931649;0.869619;0.781279;0.825175;0.989790;0.993594;0.930255;0.898039;0.788732;0.987833
ID37;0.954247;0.945232;0.939864;0.929273;0.898414;0.922747;0.846298;0.878327;0.899581;0.899962;0.954032;0.857873;0.862923;0.850571;0.515616;0.954326;0.876281;0.885626;0.568732;0.732747;0.946944;0.864185;0.906041;0.901171;0.930741;0.965900;0.874227;0.869035;0.901764;0.880011;0.924725;0.879639;0.899772;0.875535;0.882414;0.904042;0.880054;0.000000;0.922150;0.908290;0.938538;0.950000;0.966628;0.956457;0.946408;0.866818;0.865882;0.893811;0.929112;0.970395;0.938574;0.945630;0.891390;0.888705;0.920386;0.945993;0.964990;0.934184;0.972963;0.944812;0.935979;0.936731;0.969700;0.954319;0.973492;0.926895;0.925252;0.927694;0.930911;0.922966;0.925100;0.948284;0.964657;0.913787;0.922554;0.953063;0.975612;0.956071;0.958935;0.916258;0.914318;0.918998;0.923046;0.911789;0.930955;0.924430;0.897491;0.934834;0.921239;0.944188;0.932637;0.922704;0.874089;0.879821;0.974248;0.990144;0.946336;0.928948;0.906864;0.971173
ID38;0.921206;0.918592;0.905955;0.955016;0.854464;0.866308;0.835035;0.876956;0.843038;0.824039;0.876265;0.836240;0.867911;0.870877;0.947756;0.866709;0.807755;0.821068;0.924704;0.911424;0.900572;0.846692;0.894685;0.802524;0.879534;0.895339;0.820812;0.819361;0.846191;0.782248;0.864270;0.849913;0.810236;0.860626;0.846736;0.842972;0.871400;0.922150;0.000000;0.587586;0.719167;0.882454;0.886776;0.874173;0.865852;0.869212;0.833836;0.880470;0.873887;0.948480;0.852156;0.911548;0.827493;0.890991;0.872375;0.894871;0.939237;0.895218;0.955872;0.873583;0.915294;0.914677;0.930295;0.927403;0.915518;0.913662;0.913004;0.891951;0.921586;0.837051;0.888336;0.937100;0.906298;0.867663;0.903440;0.935518;0.925181;0.908693;0.938285;0.888328;0.875444;0.876848;0.892349;0.868546;0.832092;0.875519;0.866018;0.825473;0.887896;0.838800;0.900929;0.865399;0.844548;0.821130;0.982235;0.981572;0.894292;0.842910;0.844299;0.981667
ID39;0.924613;0.909722;0.897751;0.941293;0.844709;0.881692;0.868384;0.899236;0.843192;0.837600;0.886014;0.849289;0.875488;0.871863;0.952746;0.874833;0.830622;0.843660;0.911829;0.888728;0.925247;0.878078;0.889482;0.809280;0.865397;0.906747;0.848895;0.847070;0.859536;0.812404;0.868426;0.876117;0.860444;0.887879;0.872271;0.858417;0.878747;0.908290;0.587586;0.000000;0.738449;0.885248;0.893840;0.875205;0.855490;0.878092;0.850496;0.878898;0.856248;0.935174;0.858550;0.900319;0.846498;0.887009;0.858719;0.889750;0.940179;0.885582;0.944871;0.872046;0.905224;0.896410;0.937022;0.921235;0.921742;0.913568;0.910968;0.896842;0.905415;0.847140;0.883933;0.920818;0.925046;0.865848;0.891462;0.918334;0.937852;0.924548;0.923773;0.876990;0.871495;0.879100;0.884695;0.848879;0.835861;0.866795;0.850381;0.846087;0.877802;0.870273;0.894041;0.863905;0.867571;0.832115;0.978528;0.985889;0.882822;0.830558;0.857591;0.974686
ID40;0.924331;0.893340;0.876699;0.927566;0.862197;0.859215;0.906586;0.924078;0.842528;0.868012;0.928091;0.880075;0.916309;0.901501;0.969355;0.910763;0.864859;0.865457;0.945101;0.910419;0.900992;0.904551;0.881946;0.889652;0.873046;0.936846;0.872549;0.887637;0.873847;0.884881;0.886287;0.907595;0.886632;0.924386;0.913255;0.894073;0.893995;0.938538;0.719167;0.738449;0.000000;0.902053;0.922081;0.910804;0.885405;0.892985;0.863292;0.902044;0.903459;0.926244;0.873314;0.904810;0.873321;0.874435;0.901619;0.915844;0.953486;0.873514;0.939354;0.902248;0.898701;0.883466;0.949104;0.919259;0.933024;0.929150;0.902757;0.908686;0.921546;0.865433;0.853661;0.917286;0.944543;0.862071;0.882473;0.911796;0.947557;0.931217;0.919507;0.876517;0.852421;0.861724;0.863388;0.854379;0.808610;0.828994;0.849941;0.846208;0.859131;0.885634;0.857604;0.852358;0.895012;0.844788;0.969415;0.976771;0.913357;0.845600;0.856949;0.971966
ID41;0.842716;0.909836;0.898841;0.928872;0.884887;0.892491;0.888385;0.851967;0.885906;0.854009;0.956683;0.836733;0.833508;0.861703;0.952653;0.948576;0.847912;0.860089;0.945327;0.951469;0.936118;0.853370;0.853949;0.846949;0.839019;0.964211;0.838884;0.826937;0.847723;0.872700;0.857530;0.835636;0.842051;0.878300;0.871100;0.839678;0.862549;0.950000;0.882454;0.885248;0.902053;0.000000;0.950172;0.924175;0.912348;0.853237;0.848500;0.898602;0.911975;0.914338;0.915986;0.940803;0.821900;0.900747;0.914448;0.929551;0.957836;0.913935;0.901734;0.916130;0.907061;0.935566;0.942006;0.969961;0.970563;0.932148;0.935686;0.923174;0.916169;0.849340;0.909450;0.964528;0.907879;0.872742;0.897394;0.950739;0.931982;0.926308;0.917842;0.891653;0.892988;0.889578;0.918061;0.878709;0.855864;0.902804;0.894584;0.841725;0.914674;0.876618;0.936603;0.879227;0.863181;0.872294;0.994235;0.992898;0.934603;0.864293;0.856441;0.987546
ID42;0.939642;0.928957;0.929799;0.947461;0.941391;0.941772;0.959878;0.965447;0.941912;0.947125;0.744802;0.941826;0.953776;0.949817;0.978531;0.726640;0.924227;0.930102;0.969682;0.961295;0.958639;0.957415;0.934903;0.892231;0.925057;0.749556;0.939440;0.943224;0.936539;0.858283;0.938634;0.949648;0.953446;0.970074;0.966626;0.942717;0.942059;0.966628;0.886776;0.893840;0.922081;0.950172;0.000000;0.490907;0.644531;0.941990;0.938018;0.935879;0.647332;0.950826;0.850610;0.896891;0.938957;0.938340;0.718191;0.669864;0.970350;0.922382;0.952443;0.654456;0.938049;0.947372;0.955416;0.934704;0.924033;0.962911;0.947559;0.961698;0.944116;0.939818;0.926542;0.927767;0.964417;0.912954;0.913120;0.953693;0.967789;0.965783;0.942327;0.928250;0.922613;0.913532;0.928630;0.940008;0.928492;0.930995;0.939703;0.935208;0.924229;0.948591;0.931834;0.915897;0.940564;0.928582;0.992496;0.993599;0.781021;0.875278;0.918032;0.990579
ID43;0.926758;0.914148;0.909811;0.929172;0.918443;0.921166;0.938879;0.937613;0.920804;0.918975;0.768550;0.913222;0.925059;0.922753;0.968840;0.742212;0.888048;0.892352;0.959584;0.955096;0.955402;0.928570;0.918871;0.862963;0.894929;0.743053;0.911331;0.912778;0.907232;0.833701;0.909738;0.921186;0.924253;0.951434;0.947872;0.911888;0.913552;0.956457;0.874173;0.875205;0.910804;0.924175;0.490907;0.000000;0.645658;0.913677;0.911037;0.914944;0.613066;0.939366;0.841242;0.891463;0.908016;0.925757;0.694402;0.694621;0.960326;0.910024;0.936523;0.646480;0.923233;0.944344;0.953971;0.937494;0.930702;0.951764;0.943720;0.949808;0.926324;0.911134;0.913262;0.932771;0.947929;0.887338;0.893385;0.953335;0.956477;0.954144;0.928631;0.909243;0.906923;0.896715;0.917008;0.917700;0.904111;0.917449;0.921218;0.905833;0.912626;0.926669;0.931792;0.894584;0.914823;0.900452;0.990270;0.991658;0.718992;0.866449;0.893078;0.986681
ID44;0.916900;0.885705;0.882952;0.913882;0.901663;0.909822;0.938088;0.933932;0.906096;0.902260;0.858092;0.905488;0.916833;0.914910;0.970993;0.852453;0.880086;0.886270;0.952490;0.941222;0.952270;0.924364;0.892298;0.855129;0.859757;0.876220;0.906284;0.906962;0.899241;0.838311;0.900228;0.917241;0.923268;0.952445;0.944223;0.901675;0.906210;0.946408;0.865852;0.855490;0.885405;0.912348;0.644531;0.645658;0.000000;0.893387;0.882659;0.911927;0.600919;0.920390;0.821514;0.862793;0.882023;0.887617;0.598347;0.582033;0.949857;0.886020;0.919711;0.598894;0.904151;0.922696;0.931975;0.917798;0.916110;0.938244;0.925569;0.936714;0.911590;0.891182;0.884293;0.903897;0.943583;0.858147;0.860061;0.932176;0.948335;0.944437;0.909226;0.879467;0.875180;0.869937;0.888943;0.891006;0.880987;0.887784;0.895309;0.889834;0.881140;0.914537;0.905002;0.865971;0.901704;0.879440;0.983398;0.987496;0.848726;0.836760;0.871206;0.975676
ID45;0.900477;0.891143;0.887989;0.907899;0.882007;0.843768;0.808733;0.801038;0.883469;0.833579;0.949019;0.762083;0.786944;0.782191;0.865173;0.940091;0.794675;0.835363;0.894701;0.950591;0.911145;0.785120;0.852141;0.886574;0.843191;0.964932;0.766474;0.780459;0.780842;0.876835;0.818017;0.760950;0.816844;0.832686;0.840690;0.810737;0.763649;0.866818;0.869212;0.878092;0.892985;0.853237;0.941990;0.913677;0.893387;0.000000;0.473451;0.851536;0.897120;0.921136;0.907250;0.934876;0.545166;0.622488;0.908092;0.911641;0.951028;0.902659;0.903396;0.910955;0.890290;0.935209;0.937617;0.971331;0.977726;0.927478;0.934713;0.926681;0.919135;0.819967;0.898136;0.962152;0.904379;0.848677;0.859211;0.952736;0.943697;0.923355;0.918844;0.876798;0.891614;0.879792;0.915640;0.872890;0.848409;0.898000;0.866562;0.813644;0.911209;0.870371;0.930857;0.870524;0.708549;0.809511;0.992726;0.995385;0.938611;0.906655;0.790244;0.993622
ID46;0.902841;0.885726;0.871351;0.912002;0.860757;0.851100;0.800992;0.802353;0.855940;0.811209;0.933349;0.791794;0.808110;0.813089;0.888982;0.923725;0.780299;0.801775;0.869544;0.906982;0.911104;0.787403;0.854236;0.866891;0.845338;0.960609;0.781808;0.784258;0.795815;0.865223;0.833479;0.775061;0.786479;0.843173;0.832006;0.801322;0.792425;0.865882;0.833836;0.850496;0.863292;0.848500;0.938018;0.911037;0.882659;0.473451;0.000000;0.852397;0.891780;0.923069;0.902290;0.927036;0.481693;0.564600;0.895892;0.901323;0.932558;0.898917;0.913403;0.903602;0.881950;0.906647;0.926912;0.950592;0.969442;0.888448;0.897445;0.884224;0.910488;0.780667;0.855238;0.941405;0.885855;0.827172;0.858994;0.935395;0.926586;0.898279;0.919510;0.835868;0.847681;0.850019;0.871789;0.840028;0.820776;0.865012;0.826961;0.793781;0.866496;0.828886;0.886771;0.834754;0.729056;0.767151;0.971557;0.984450;0.925664;0.885492;0.788453;0.973493
ID47;0.939960;0.922605;0.914073;0.940899;0.915032;0.900273;0.843001;0.854625;0.904759;0.883702;0.944467;0.822816;0.848638;0.837631;0.901049;0.931520;0.842001;0.862700;0.915353;0.938725;0.932826;0.838313;0.911049;0.883437;0.893417;0.926936;0.826979;0.841249;0.851247;0.888785;0.882045;0.842015;0.869966;0.857347;0.861002;0.868018;0.850848;0.893811;0.880470;0.878898;0.902044;0.898602;0.935879;0.914944;0.911927;0.851536;0.852397;0.000000;0.911734;0.943182;0.918145;0.932829;0.864395;0.898014;0.911619;0.929580;0.956443;0.919393;0.946880;0.919165;0.905256;0.939039;0.953116;0.958862;0.969607;0.940209;0.940721;0.936173;0.917091;0.887974;0.909798;0.947700;0.940148;0.887736;0.907903;0.953261;0.958477;0.945894;0.935811;0.899286;0.903024;0.902720;0.916360;0.901049;0.884251;0.913323;0.877715;0.868612;0.914110;0.911252;0.927427;0.892401;0.843445;0.862685;0.991603;0.996251;0.930297;0.911622;0.869449;0.988910
ID48;0.906603;0.903121;0.897824;0.913328;0.896227;0.917895;0.934687;0.930252;0.904925;0.896713;0.830649;0.898732;0.898941;0.907041;0.955416;0.832441;0.876949;0.885263;0.932189;0.927022;0.959284;0.923640;0.891496;0.830350;0.858458;0.853644;0.906593;0.896820;0.899485;0.829264;0.899567;0.911384;0.915266;0.945867;0.926692;0.895013;0.901389;0.929112;0.873887;0.856248;0.903459;0.911975;0.647332;0.613066;0.600919;0.897120;0.891780;0.911734;0.000000;0.928201;0.840447;0.868879;0.882377;0.905127;0.597019;0.663773;0.941841;0.882485;0.920304;0.623666;0.909645;0.919296;0.931881;0.916343;0.927030;0.923992;0.924891;0.916871;0.895331;0.897894;0.896998;0.900718;0.946661;0.870835;0.875698;0.930492;0.948213;0.943239;0.911432;0.885478;0.887423;0.885024;0.894719;0.893890;0.896935;0.902291;0.896350;0.895926;0.891585;0.925738;0.914801;0.879684;0.896723;0.871735;0.981785;0.987204;0.817026;0.848639;0.876316;0.972316
